
                  X             Displacement          Force      

                0.                -0.                 0.         
                1.E-03           100.E-15             1.12305E-09
                2.E-03           200.E-15           705.781E-12  
                3.5E-03          350.E-15            70.4427E-12 
                5.75E-03         575.E-15             5.55354E-12
                9.125E-03        912.5E-15          545.344E-15  
               14.1875E-03         1.41875E-12       54.4662E-15 
               21.7812E-03         2.17813E-12        5.44649E-15
               33.1719E-03         3.31719E-12      544.604E-18  
               50.2578E-03         5.02578E-12       54.4593E-18 
               75.8867E-03         7.58867E-12        5.44559E-18
              114.33E-03          11.433E-12        544.533E-21  
              171.995E-03         17.1995E-12        54.4481E-21 
              258.493E-03         25.8493E-12         5.44419E-21
              388.239E-03         38.8239E-12       544.35E-24   
              582.859E-03         58.2859E-12        54.4247E-24 
              874.788E-03         87.4788E-12         5.44088E-24
                1.31268          131.268E-12        543.85E-27   
                1.96952          196.952E-12         54.3494E-27 
                2.76952          276.952E-12          5.43059E-27
                3.56952          356.952E-12        542.625E-30  
                4.36952          436.952E-12         54.219E-30  
                5.16952          516.952E-12          5.41756E-30
                5.96952          596.952E-12        541.322E-33  
                6.76952          676.952E-12         54.0888E-33 
                7.56952          756.952E-12          5.40453E-33
                8.36952          836.952E-12        540.019E-36  
                9.16952          916.952E-12         53.9585E-36 
                9.96952          996.952E-12        411.121E-09  
               10.7695             1.07695E-09        1.16265E-06
               11.5695             1.15695E-09        1.91364E-06
               12.3695             1.23695E-09        2.66397E-06
               13.1695             1.31695E-09        3.3949E-06 
               13.9695             1.39695E-09        4.05526E-06
               14.7695             1.47695E-09        4.62261E-06
               15.5695             1.55695E-09        5.04255E-06
               16.3695             1.63695E-09        5.3523E-06 
               17.1695             1.71695E-09        5.61565E-06
               17.9695             1.79695E-09        5.85727E-06
               18.7695             1.87695E-09        6.07811E-06
               19.5695             1.95695E-09        6.27595E-06
               20.3695             2.03695E-09        6.45133E-06
               21.1695             2.11695E-09        6.609E-06  
               21.9695             2.19695E-09        6.75281E-06
               22.7695             2.27695E-09        6.88587E-06
               23.5695             2.35695E-09        7.01106E-06
               24.3695             2.43695E-09        7.13051E-06
               25.1695             2.51695E-09        7.24574E-06
               25.9695             2.59695E-09        7.35777E-06
               26.7695             2.67695E-09        7.46699E-06
               27.5695             2.75695E-09        7.57351E-06
