
                  X             Displacement          Force      

                0.                -0.                 0.         
                1.E-03           100.E-15             0.         
                2.E-03           200.E-15             0.         
                3.5E-03          350.E-15             0.         
                5.75E-03         575.E-15             0.         
                9.125E-03        912.5E-15            0.         
               14.1875E-03         1.41875E-12        0.         
               21.7812E-03         2.17813E-12        0.         
               33.1719E-03         3.31719E-12        0.         
               50.2578E-03         5.02578E-12        0.         
               75.8867E-03         7.58867E-12        0.         
              114.33E-03          11.433E-12          0.         
              171.995E-03         17.1995E-12         0.         
              258.493E-03         25.8493E-12         0.         
              388.239E-03         38.8239E-12         0.         
              582.859E-03         58.2859E-12         0.         
              874.788E-03         87.4788E-12         0.         
                1.31268          131.268E-12          0.         
                1.96952          196.952E-12          0.         
                2.76952          276.952E-12          0.         
                3.56952          356.952E-12          0.         
                4.36952          436.952E-12          0.         
                5.16952          516.952E-12          0.         
                5.96952          596.952E-12          0.         
                6.76952          676.952E-12          0.         
                7.56952          756.952E-12          0.         
                8.36952          836.952E-12          0.         
                9.16952          916.952E-12          0.         
                9.36952          936.952E-12          0.         
                9.51952          951.952E-12          0.         
                9.51952          951.952E-12        200.331E-21  




